Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
17,4,9119,1,1,133,,,,,,123.2,1,0,,,,,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate
17,3,9119,1,1,131,,,,,,118.4,0,0,,,,,18,0,0,5,10,0,0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,Dropout
51,1,9670,1,1,133.1,,,,,,116.2,0,0,,,,,24,0,0,6,11,5,12.85714286,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02,Dropout
39,1,9119,1,1,133.1,,,,,,123,0,0,,,,,28,0,0,5,16,3,14.33333333,0,0,5,9,5,12.42857143,0,9.4,-0.8,-3.12,Enrolled
17,1,9670,1,1,118,,,,,,113.5,1,0,,,,,19,0,0,6,9,5,13.5,0,0,6,6,6,14,0,12.4,0.5,1.79,Graduate
51,1,9085,1,40,120,,,,,,125,0,0,,,,,28,0,0,6,8,6,14.42857143,0,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled
17,3,9853,1,1,133.1,,,,,,134.8,1,0,,,,,18,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,1,171,1,1,145,,,,,,149.9,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
1,1,9500,1,1,125,,,,,,119.8,1,0,,,,,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Graduate
43,1,9130,1,1,125,,,,,,125,1,0,,,,,21,0,0,5,6,0,0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate
1,3,9500,1,1,148,,,,,,135.1,1,0,,,,,18,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
1,4,9070,1,1,139,,,,,,138.3,1,0,,,,,19,0,0,6,6,6,14.66666667,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
17,2,9500,1,1,130,,,,,,122.5,1,0,,,,,19,0,0,8,8,7,13.93714286,0,0,8,8,7,13.93714286,0,10.8,1.4,1.74,Graduate
1,1,9070,1,1,148,,,,,,148,1,0,,,,,20,0,7,12,12,10,14.7,0,8,12,12,12,14.58333333,0,15.5,2.8,-4.06,Graduate
1,2,9773,1,1,130,,,,,,126.2,1,0,,,,,18,0,0,6,6,6,11.66666667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,Graduate
43,4,9500,1,6,134,,,,,,129.8,1,0,,,,,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,Graduate
39,1,9085,1,19,133.1,,,,,,104,0,0,,,,,26,0,0,5,11,1,12,1,0,5,12,0,0,4,10.8,1.4,1.74,Dropout
18,4,9500,1,1,137,,,,,,126.7,1,0,,,,,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,13.9,-0.3,0.79,Dropout
39,1,8014,0,1,130,,,,,,120,0,0,,,,,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,Graduate
1,2,9500,1,1,137,,,,,,124.6,0,0,,,,,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate
44,1,9085,1,1,130,,,,,,130,1,0,,,,,20,0,0,6,13,5,11.8,0,0,6,19,4,12,0,12.4,0.5,1.79,Enrolled
17,1,9991,0,1,140,,,,,,127.3,0,0,,,,,20,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
2,1,9147,1,1,150,,,,,,122,1,0,,,,,29,0,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,9.4,-0.8,-3.12,Graduate
7,1,9238,1,3,130,,,,,,125.1,0,0,,,,,27,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92,Dropout
1,1,9085,1,1,133.1,,,,,,110,1,0,,,,,21,0,0,6,8,6,13.28571429,0,0,6,11,6,13,0,11.1,0.6,2.02,Graduate
1,1,9238,1,1,134,,,,,,129.8,0,0,,,,,20,0,0,6,6,6,11.66666667,0,0,6,8,6,11.16666667,0,15.5,2.8,-4.06,Graduate
17,1,9238,1,1,125,,,,,,114.9,0,0,,,,,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate
1,1,9500,1,1,141,,,,,,125.6,1,0,,,,,22,0,0,7,9,6,13.08166667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,Graduate
18,3,9070,1,1,138,,,,,,125.1,1,0,,,,,19,0,0,6,6,6,12.66666667,0,0,6,6,6,13,0,15.5,2.8,-4.06,Graduate
17,1,9773,1,1,116,,,,,,115.7,1,0,,,,,19,0,0,6,6,3,11.33333333,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
1,3,9853,1,1,122,,,,,,112.6,1,0,,,,,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
1,3,9773,1,1,131,,,,,,127.2,1,0,,,,,18,0,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Dropout
44,1,9130,1,39,140,,,,,,140,0,0,,,,,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
44,1,9003,1,39,140,,,,,,140,1,0,,,,,20,0,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate
1,4,9238,1,1,127,,,,,,120.4,1,0,,,,,19,0,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,Graduate
39,1,9085,1,19,133.1,,,,,,100,1,0,,,,,26,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
1,1,9238,1,1,117,,,,,,113.5,1,0,,,,,18,0,0,6,6,6,13.16666667,0,0,6,7,6,14.14285714,0,11.1,0.6,2.02,Graduate
1,1,9085,1,1,150,,,,,,132.1,1,0,,,,,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout
44,1,9003,1,39,160,,,,,,160,1,0,,,,,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,Graduate
1,1,9070,1,1,128,,,,,,126.3,1,0,,,,,19,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,15.5,2.8,-4.06,Graduate
44,1,9085,1,39,160,,,,,,160,1,0,,,,,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,Enrolled
43,1,9556,1,1,126,,,,,,100,0,0,,,,,25,0,2,7,10,3,13,0,1,8,10,3,11.66666667,4,10.8,1.4,1.74,Enrolled
18,1,9500,1,1,135,,,,,,125.8,1,0,,,,,18,0,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,10.8,1.4,1.74,Graduate
1,3,9070,1,1,139,,,,,,142.2,1,0,,,,,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12,Graduate
17,2,9853,1,1,125,,,,,,119.4,1,0,,,,,18,0,0,7,10,7,12.14285714,0,0,7,7,7,13.14285714,0,12.4,0.5,1.79,Graduate
1,2,9500,1,1,106,,,,,,106.4,1,0,,,,,19,0,0,7,9,5,13.34,0,0,7,9,6,12.38571429,0,12.4,0.5,1.79,Enrolled
7,1,8014,0,40,120,,,,,,120,0,0,,,,,36,0,6,10,15,4,13,0,5,9,10,4,13.75,0,8.9,1.4,3.51,Dropout
44,1,9003,1,39,150,,,,,,150,0,0,,,,,20,0,0,6,18,3,12,0,0,6,17,3,11.66666667,0,15.5,2.8,-4.06,Enrolled
17,2,171,1,1,130,,,,,,148.6,1,0,,,,,20,1,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,9238,1,1,116,,,,,,108.7,1,0,,,,,18,0,0,6,9,5,11,0,0,6,12,0,0,0,11.1,0.6,2.02,Dropout
44,1,9003,1,39,130,,,,,,130,0,0,,,,,19,0,0,6,8,5,11.5,0,0,6,11,6,11.33333333,0,12.4,0.5,1.79,Enrolled
17,1,9238,1,1,140,,,,,,124.6,1,0,,,,,20,0,3,9,9,3,13.33333333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,Dropout
1,2,9500,1,1,134,,,,,,131,1,0,,,,,18,0,0,7,9,7,14.59444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,Graduate
44,1,9130,1,39,130,,,,,,130,1,0,,,,,20,0,2,6,9,4,11,0,1,6,13,3,10.66666667,0,12.4,0.5,1.79,Dropout
18,1,9119,1,1,122,,,,,,116.1,1,0,,,,,24,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
17,1,9773,1,1,128,,,,,,125.6,1,0,,,,,19,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
17,1,9119,1,1,130,,,,,,121.3,1,0,,,,,18,0,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32,Dropout
1,3,9119,1,1,113,,,,,,107.4,1,0,,,,,18,0,0,5,8,5,14,0,0,5,6,5,13.2,0,8.9,1.4,3.51,Graduate
1,1,9254,1,1,126,,,,,,116.9,0,0,,,,,18,0,0,6,8,6,13.57142857,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Graduate
43,2,9670,1,1,135,,,,,,123.5,1,0,,,,,22,0,0,6,12,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
1,1,9670,1,1,141,,,,,,130.5,0,0,,,,,19,0,0,6,8,6,14.25,0,0,6,7,6,13.85714286,0,11.1,0.6,2.02,Graduate
39,1,9085,1,12,133.1,,,,,,140,1,0,,,,,32,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
17,1,9853,1,1,133.1,,,,,,117.1,1,0,,,,,21,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
18,1,9500,1,1,144,,,,,,127.5,1,0,,,,,19,0,0,8,8,7,13.54285714,0,0,8,8,7,13.54285714,0,12.7,3.7,-1.7,Graduate
43,1,8014,0,1,140,,,,,,126,0,0,,,,,39,0,3,9,9,9,13.11111111,0,2,7,10,7,11.71428571,0,12.7,3.7,-1.7,Graduate
43,1,8014,0,10,100,,,,,,113,1,0,,,,,30,0,3,9,11,9,12.66666667,0,2,7,7,7,12.14285714,0,7.6,2.6,0.32,Graduate
1,1,9147,1,1,135,,,,,,130.1,1,0,,,,,18,0,0,5,10,4,10.75,1,0,5,13,2,10,0,9.4,-0.8,-3.12,Dropout
43,1,9991,0,1,130,,,,,,110,1,0,,,,,38,0,4,10,14,4,10.75,0,2,10,10,2,10,0,7.6,2.6,0.32,Dropout
1,3,9070,1,1,147,,,,,,135.8,1,0,,,,,20,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,Graduate
39,1,8014,0,19,149,,,,,,126.3,0,0,,,,,55,0,0,6,6,6,13.83333333,0,1,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate
27,1,9070,1,2,130,,,,,,130,0,0,,,,,53,0,15,18,18,17,13.17647059,0,13,18,18,16,13,0,7.6,2.6,0.32,Dropout
39,1,8014,0,1,120,,,,,,104,0,0,,,,,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,Dropout
43,1,9500,1,1,125,,,,,,123.6,1,0,,,,,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled
39,1,8014,0,1,133.1,,,,,,121,0,0,,,,,44,0,2,8,12,4,12,2,2,7,9,4,12,2,8.9,1.4,3.51,Dropout
43,1,9238,1,1,149,,,,,,130.5,1,0,,,,,28,0,8,11,11,9,11.66666667,0,8,11,13,9,12.55555556,0,10.8,1.4,1.74,Graduate
7,1,8014,0,43,180,,,,,,180,0,0,,,,,37,0,12,14,14,14,16.5,0,8,11,11,11,16.90909091,0,8.9,1.4,3.51,Graduate
43,1,9238,1,1,110,,,,,,112.5,1,0,,,,,20,0,8,10,14,9,12.33333333,0,3,7,10,7,11.77777778,0,7.6,2.6,0.32,Graduate
1,3,9500,1,1,131,,,,,,126.1,1,0,,,,,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.82,0,15.5,2.8,-4.06,Enrolled
1,1,9238,1,1,117,,,,,,111.8,1,0,,,,,19,0,0,6,9,4,11.5,0,0,6,12,3,11,0,8.9,1.4,3.51,Dropout
17,1,9003,1,1,120,,,,,,131.4,1,0,,,,,23,0,17,18,19,18,11.89473684,0,12,13,13,13,12.92307692,0,15.5,2.8,-4.06,Graduate
17,1,9238,1,1,160,,,,,,144.3,0,0,,,,,22,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
39,1,9254,1,1,100,,,,,,115,0,0,,,,,24,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
44,1,9003,1,39,140,,,,,,120,1,0,,,,,22,0,0,6,13,5,13,0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled
39,1,9003,1,1,160,,,,,,168.6,0,0,,,,,26,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
17,6,9773,1,1,141,,,,,,127.7,1,0,,,,,18,0,0,6,6,6,15.16666667,0,0,6,6,6,14.83333333,0,9.4,-0.8,-3.12,Graduate
44,1,9130,1,39,130,,,,,,150,0,0,,,,,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout
1,1,9119,1,1,142,,,,,,129.8,1,0,,,,,18,0,0,5,5,0,0,0,0,5,6,1,15,0,10.8,1.4,1.74,Enrolled
1,1,171,1,1,130,,,,,,135.6,1,0,,,,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
39,1,9254,1,19,133.1,,,,,,100,0,0,,,,,27,0,0,6,11,3,11.33333333,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout
44,1,9003,1,39,140,,,,,,140,1,0,,,,,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate
1,1,9119,1,1,129,,,,,,124.1,1,0,,,,,19,0,0,5,10,0,0,0,0,5,10,1,14,3,7.6,2.6,0.32,Dropout
1,1,9085,1,1,148,,,,,,131.6,0,0,,,,,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout
1,3,9500,1,1,143,,,,,,129,1,0,,,,,18,0,0,8,8,7,12.36571429,0,0,8,8,7,12.36571429,0,10.8,1.4,1.74,Graduate
17,1,9670,1,1,128,,,,,,135.7,1,0,,,,,19,0,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled
43,1,9070,1,1,100,,,,,,108,1,0,,,,,34,0,7,12,12,7,11.42857143,0,4,12,12,7,11.85714286,0,7.6,2.6,0.32,Enrolled
1,1,9238,1,1,116,,,,,,110.8,1,0,,,,,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
1,1,9773,1,1,128,,,,,,124.5,0,0,,,,,19,0,0,6,10,4,14,0,0,6,9,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
39,1,9003,1,1,120,,,,,,100,0,0,,,,,30,0,3,12,12,3,12,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout
43,1,9773,1,1,121,,,,,,123.8,0,0,,,,,22,0,0,4,4,0,0,4,0,5,8,3,12,0,10.8,1.4,1.74,Dropout
17,1,9147,1,1,137,,,,,,131.4,0,0,,,,,19,0,0,5,13,4,10,0,0,5,7,3,11.33333333,0,15.5,2.8,-4.06,Dropout
1,1,9147,1,1,115,,,,,,118.5,0,0,,,,,21,0,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,Dropout
1,2,171,1,1,129,,,,,,122,1,0,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,9254,1,1,125,,,,,,122.9,0,0,,,,,19,0,0,6,7,6,11.16666667,0,0,6,12,3,11.66666667,0,10.8,1.4,1.74,Enrolled
1,1,9238,1,1,125,,,,,,118.7,0,0,,,,,20,0,0,6,12,4,11.75,0,0,6,13,3,11.33333333,0,15.5,2.8,-4.06,Enrolled
39,1,9003,1,19,133.1,,,,,,100,1,0,,,,,35,0,0,6,13,3,11.75,0,0,6,10,0,0,0,13.9,-0.3,0.79,Dropout
16,2,9147,1,1,131,,,,,,135.9,1,0,,,,,20,0,0,5,8,1,10,0,0,5,7,1,11,0,7.6,2.6,0.32,Dropout
1,1,9130,1,1,133.1,,,,,,138.4,0,0,,,,,21,0,0,5,8,3,14,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
39,1,9085,1,12,133.1,,,,,,128.2,0,0,,,,,27,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
43,1,9773,1,1,114,,,,,,107.4,1,0,,,,,26,0,0,6,12,3,12,0,0,6,15,0,0,0,9.4,-0.8,-3.12,Dropout
17,1,9773,1,1,127,,,,,,129.8,0,0,,,,,20,0,0,6,10,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
39,1,9003,1,1,130,,,,,,100,0,0,,,,,28,0,4,10,19,8,11.88888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout
1,3,9773,1,1,121,,,,,,113,1,0,,,,,19,0,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,11.1,0.6,2.02,Graduate
43,1,9991,0,1,120,,,,,,107,0,0,,,,,47,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
39,1,9773,1,12,120,,,,,,130,0,0,,,,,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout
43,1,9003,1,1,120,,,,,,120,1,0,,,,,39,0,0,6,8,0,0,0,1,6,8,2,11,0,16.2,0.3,-0.92,Dropout
1,1,9003,1,1,120,,,,,,120.5,1,0,,,,,35,0,14,17,17,14,10.64285714,1,12,12,12,12,10.66666667,0,15.5,2.8,-4.06,Dropout
39,1,9238,1,1,133.1,,,,,,120.5,0,0,,,,,32,0,0,6,10,2,11,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,4,9773,1,1,124,,,,,,137,1,0,,,,,20,0,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,8.9,1.4,3.51,Graduate
39,1,9254,1,1,150,,,,,,115,0,0,,,,,36,0,0,6,8,6,13.57142857,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
39,1,9991,0,19,133.1,,,,,,142.7,0,0,,,,,34,0,0,5,11,5,14.71428571,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
1,1,9670,1,1,116,,,,,,116.7,1,0,,,,,21,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
43,1,9991,0,1,133.1,,,,,,136.1,0,0,,,,,42,0,0,5,14,1,10,0,0,5,14,1,11,0,13.9,-0.3,0.79,Dropout
39,1,9003,1,19,133.1,,,,,,134.3,0,0,,,,,25,0,0,6,15,1,11,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
18,1,9773,1,1,167,,,,,,153,1,0,,,,,18,0,0,6,6,1,11,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,9773,1,1,140,,,,,,132,0,0,,,,,18,0,0,6,6,5,12,0,0,6,6,6,12.83333333,0,12.7,3.7,-1.7,Graduate
1,2,9238,1,1,124,,,,,,129.6,1,0,,,,,19,0,0,6,10,6,11.125,0,0,6,7,6,11.85714286,0,7.6,2.6,0.32,Graduate
43,1,9085,1,1,110,,,,,,105,0,0,,,,,34,0,2,6,13,3,11.33333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
17,2,9773,1,1,150,,,,,,130.8,0,0,,,,,20,0,0,6,15,2,12,0,0,6,12,0,0,0,10.8,1.4,1.74,Dropout
1,1,9500,1,1,123,,,,,,119.7,0,0,,,,,20,0,0,7,8,0,0,1,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
17,1,9500,1,1,152,,,,,,132.5,0,0,,,,,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
44,1,9003,1,39,130,,,,,,130,1,0,,,,,19,0,0,6,9,6,12.16666667,0,0,6,14,4,13,0,12.4,0.5,1.79,Graduate
39,1,9085,1,1,133.1,,,,,,120,0,0,,,,,31,0,0,5,13,4,13.5,1,0,5,12,3,11.66666667,1,9.4,-0.8,-3.12,Dropout
17,1,9670,1,1,133.1,,,,,,150,0,0,,,,,21,0,0,6,8,6,14.75,0,0,6,9,5,14.33333333,0,11.1,0.6,2.02,Graduate
1,1,9147,1,1,124,,,,,,115.6,0,0,,,,,20,0,0,5,8,5,12.375,0,0,5,7,5,11.66666667,0,13.9,-0.3,0.79,Graduate
43,2,9500,1,6,119.1,,,,,,119.1,0,0,,,,,22,0,0,7,7,6,12.73333333,0,0,7,7,6,12.73333333,0,7.6,2.6,0.32,Graduate
1,2,9070,1,1,128,,,,,,123.5,1,1,,,,,19,0,0,6,9,4,12.5,0,0,6,6,0,0,0,9.4,-0.8,-3.12,Dropout
39,1,9130,1,1,133.1,,,,,,120,1,0,,,,,41,0,0,5,5,0,0,1,0,5,5,0,0,5,12.7,3.7,-1.7,Dropout
43,1,9500,1,19,133.1,,,,,,110,1,0,,,,,27,0,0,7,7,0,0,6,0,7,7,0,0,6,7.6,2.6,0.32,Dropout
17,1,9500,1,1,145,,,,,,131.4,0,0,,,,,19,0,0,7,7,7,13.44285714,0,0,8,8,7,13.77142857,0,13.9,-0.3,0.79,Dropout
18,2,9500,1,1,141,,,,,,126.8,1,0,,,,,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
43,4,9500,1,6,118.9,,,,,,118.9,1,0,,,,,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
39,1,9991,0,1,160,,,,,,160,0,0,,,,,35,0,0,5,5,5,11.6,0,0,5,6,5,11.16666667,0,15.5,2.8,-4.06,Graduate
17,5,9773,1,1,111,,,,,,115.9,1,0,,,,,22,0,0,6,7,6,13.57142857,0,0,6,7,6,15.28571429,0,13.9,-0.3,0.79,Graduate
1,2,9254,1,1,111,,,,,,109.3,1,0,,,,,20,0,0,6,6,6,13.83333333,0,0,6,6,6,15,0,11.1,0.6,2.02,Graduate
1,1,9670,1,1,123,,,,,,113.9,1,0,,,,,18,0,0,6,7,4,11.25,0,0,6,9,4,10.85714286,0,10.8,1.4,1.74,Dropout
1,1,9238,1,1,133,,,,,,121.8,1,0,,,,,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
7,1,9500,1,3,140,,,,,,140,0,0,,,,,30,0,0,8,8,7,15.67571429,0,0,8,8,7,15.67571429,0,10.8,1.4,1.74,Graduate
18,1,9238,1,1,122,,,,,,114.7,0,0,,,,,18,0,0,6,9,6,10.83333333,0,0,6,8,6,12,0,11.1,0.6,2.02,Graduate
1,1,9254,1,1,128,,,,,,120,1,0,,,,,20,0,0,6,6,6,14.5,0,0,6,7,5,15,0,12.4,0.5,1.79,Enrolled
1,1,9238,1,1,108,,,,,,107.3,0,1,,,,,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
17,1,9085,1,1,139,,,,,,136.2,0,0,,,,,19,0,0,5,7,5,13,1,0,5,7,5,13.33333333,0,7.6,2.6,0.32,Graduate
1,2,9556,1,1,130,,,,,,119.5,1,0,,,,,21,0,0,7,7,7,12.24285714,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate
18,1,9853,1,1,133.1,,,,,,106,1,0,,,,,21,0,0,7,7,7,13,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
1,4,9670,1,1,130,,,,,,124.1,1,0,,,,,18,0,0,6,6,6,14.16666667,0,0,6,7,6,13.42857143,0,8.9,1.4,3.51,Enrolled
1,3,9147,1,1,143,,,,,,133.2,1,0,,,,,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate
39,1,9085,1,1,110,,,,,,110,0,0,,,,,35,0,0,5,14,1,12,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
1,6,9500,1,1,120,,,,,,114.8,1,0,,,,,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
1,1,9500,1,1,140,,,,,,130,1,0,,,,,18,0,0,7,7,6,13.18333333,0,0,7,7,6,13.18333333,0,7.6,2.6,0.32,Graduate
17,5,9070,1,1,125,,,,,,122.6,1,0,,,,,22,0,0,6,6,1,11,0,0,6,6,0,0,0,9.4,-0.8,-3.12,Enrolled
17,1,9500,1,1,134,,,,,,133.5,1,0,,,,,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate
39,1,9254,1,1,130,,,,,,120,1,0,,,,,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate
7,1,9147,1,3,120,,,,,,120,0,0,,,,,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
1,3,9500,1,1,142,,,,,,137.3,1,0,,,,,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
17,3,9254,1,1,127,,,,,,123.5,1,0,,,,,20,0,0,6,11,4,11.5,0,0,6,12,3,11,0,7.6,2.6,0.32,Enrolled
39,1,9147,1,1,140,,,,,,131.8,0,0,,,,,35,0,0,5,6,4,14.2,0,0,5,10,4,11.85714286,0,10.8,1.4,1.74,Enrolled
39,1,9147,1,1,140,,,,,,130,1,0,,,,,39,0,0,5,12,3,10.66666667,2,0,5,15,3,10.66666667,0,9.4,-0.8,-3.12,Dropout
18,6,9500,1,1,142,,,,,,128,1,0,,,,,19,0,0,7,14,0,0,0,0,8,0,0,0,0,11.1,0.6,2.02,Dropout
39,1,9254,1,1,120,,,,,,95,0,0,,,,,36,0,0,6,10,6,11,0,0,6,14,3,11.33333333,0,10.8,1.4,1.74,Graduate
1,2,9500,1,1,124,,,,,,116,1,0,,,,,21,0,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,157,,,,,,136.7,1,0,,,,,22,0,0,6,11,4,12.5,1,0,6,13,3,13.66666667,0,9.4,-0.8,-3.12,Enrolled
39,1,9238,1,1,126.6,,,,,,107.5,0,0,,,,,42,0,0,6,8,6,13.33333333,0,0,6,7,6,15.28571429,0,11.1,0.6,2.02,Graduate
39,1,9119,1,1,110,,,,,,108.4,1,0,,,,,34,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
17,1,9773,1,1,144,,,,,,130.7,1,0,,,,,20,0,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
